time,value,datasource_id
1550063324968,"299.8312176",0
1550063325968,"299.7829943",0
1550063326968,"299.757614",0
1550063327968,"299.7322337",0
1550063328968,"299.6649751",0
1550063329968,"299.5774115",0
1550063330968,"299.5012691",0
1550063331968,"299.467005",0
1550063332968,"299.5088833",0
1550063333968,"299.5850258",0
1550063334968,"299.6890868",0
1550063335968,"299.774112",0
1550063336968,"299.8248731",0
1550063337968,"299.9175126",0
1550063338968,"300.0164975",0
1550063339968,"300.09264",0
1550063340968,"300.2106605",0
1550063341968,"300.3210665",0
1550063342968,"300.3972084",0
1550063343968,"300.4314723",0
1550063344968,"300.3895942",0
1550063345968,"300.3134523",0
1550063346968,"300.2373104",0
1550063347968,"300.2030465",0
1550063348968,"300.2030465",0
1550063349968,"300.2030465",0
1550063350968,"300.1751276",0
1550063351968,"300.124366",0
