time,value,datasource_id
[2018-11-28T11:34:44.535Z,291.9349997,0
[2018-11-28T11:34:45.535Z,291.7999992,0
[2018-11-28T11:34:46.535Z,291.7999992,0
[2018-11-28T11:34:47.535Z,291.7999992,0
[2018-11-28T11:34:48.535Z,291.7450001,0
[2018-11-28T11:34:49.535Z,291.7000008,0
[2018-11-28T11:34:50.535Z,291.7000008,0
[2018-11-28T11:34:51.535Z,291.5350001,0
[2018-11-28T11:34:52.535Z,291.3999996,0
[2018-11-28T11:34:53.535Z,291.3999996,0
[2018-11-28T11:34:54.535Z,291.5650003,0
[2018-11-28T11:34:55.535Z,291.7000008,0
[2018-11-28T11:34:56.535Z,291.7000008,0
[2018-11-28T11:34:57.535Z,291.8100001,0
[2018-11-28T11:34:58.535Z,291.8999996,0
[2018-11-28T11:34:59.535Z,291.8999996,0
[2018-11-28T11:35:00.535Z,292.0650003,0
[2018-11-28T11:35:01.535Z,292.2000008,0
[2018-11-28T11:35:02.535Z,292.2000008,0
[2018-11-28T11:35:03.535Z,292.3650004,0
[2018-11-28T11:35:04.535Z,292.5,0
[2018-11-28T11:35:05.535Z,292.5,0
[2018-11-28T11:35:06.535Z,292.3350004,0
[2018-11-28T11:35:07.535Z,292.2000008,0
[2018-11-28T11:35:08.535Z,292.2000008,0
[2018-11-28T11:35:09.535Z,292.2000008,0
[2018-11-28T11:35:10.535Z,292.2000008,0
[2018-11-28T11:35:11.535Z,292.2000008,0
[2018-11-28T11:35:12.535Z,292.2000008,0
[2018-11-28T11:35:13.535Z,292.0900004,0
[2018-11-28T11:35:14.535Z,292.0,0
[2018-11-28T11:35:15.535Z,292.0,0
[2018-11-28T11:35:16.535Z,291.8350004,0
[2018-11-28T11:35:17.535Z,291.7000008,0
[2018-11-28T11:35:18.535Z,291.7000008,0
[2018-11-28T11:35:19.535Z,291.5900004,0
[2018-11-28T11:35:20.535Z,291.5,0
[2018-11-28T11:35:21.535Z,291.5,0
[2018-11-28T11:35:22.535Z,291.5,0
[2018-11-28T11:35:23.535Z,291.5,0
[2018-11-28T11:35:24.535Z,291.5,0
[2018-11-28T11:35:25.535Z,291.5,0
[2018-11-28T11:35:26.535Z,291.5,0
[2018-11-28T11:35:27.535Z,291.5,0
[2018-11-28T11:35:28.535Z,291.5,0
[2018-11-28T11:35:29.535Z,291.5550002,0
[2018-11-28T11:35:30.535Z,291.6000004,0
[2018-11-28T11:35:31.535Z,291.6000004,0
[2018-11-28T11:35:32.535Z,291.6550006,0
[2018-11-28T11:35:33.535Z,291.7000008,0
[2018-11-28T11:35:34.535Z,291.7000008,0
[2018-11-28T11:35:35.535Z,291.7000008,0
[2018-11-28T11:35:36.535Z,291.7000008,0
[2018-11-28T11:35:37.535Z,291.7000008,0
[2018-11-28T11:35:38.535Z,291.8100001,0
[2018-11-28T11:35:39.535Z,291.8999996,0
[2018-11-28T11:35:40.535Z,291.8999996,0
[2018-11-28T11:35:41.535Z,291.7900003,0
[2018-11-28T11:35:42.535Z,291.7000008,0
[2018-11-28T11:35:43.535Z,291.7000008,0
[2018-11-28T11:35:44.535Z,291.6450006,0
[2018-11-28T11:35:45.535Z,291.6000004,0
[2018-11-28T11:35:46.535Z,291.6000004,0
[2018-11-28T11:35:47.535Z,291.6000004,0
[2018-11-28T11:35:48.535Z,291.6550006,0
[2018-11-28T11:35:49.535Z,291.7000008,0
[2018-11-28T11:35:50.535Z,291.7000008,0
[2018-11-28T11:35:51.535Z,291.7000008,0
[2018-11-28T11:35:52.535Z,291.7000008,0
[2018-11-28T11:35:53.535Z,291.7000008,0
[2018-11-28T11:35:54.535Z,291.7549999,0
[2018-11-28T11:35:55.535Z,291.7999992,0
[2018-11-28T11:35:56.535Z,291.7999992,0
[2018-11-28T11:35:57.535Z,291.7450001,0
[2018-11-28T11:35:58.535Z,291.7000008,0
[2018-11-28T11:35:59.535Z,291.7000008,0
[2018-11-28T11:36:00.535Z,291.5350001,0
[2018-11-28T11:36:01.535Z,291.3999996,0
[2018-11-28T11:36:02.535Z,291.3999996,0
[2018-11-28T11:36:03.535Z,291.3449994,0
[2018-11-28T11:36:04.535Z,291.2999992,0
[2018-11-28T11:36:05.535Z,291.2999992,0
[2018-11-28T11:36:06.535Z,291.2999992,0
[2018-11-28T11:36:07.535Z,291.1899999,0
[2018-11-28T11:36:08.535Z,291.1000004,0
[2018-11-28T11:36:09.535Z,291.1000004,0
[2018-11-28T11:36:10.535Z,291.1000004,0
[2018-11-28T11:36:11.535Z,291.1000004,0
[2018-11-28T11:36:12.535Z,291.1000004,0
[2018-11-28T11:36:13.535Z,291.1550006,0
[2018-11-28T11:36:14.535Z,291.2000008,0
[2018-11-28T11:36:15.535Z,291.2000008,0
[2018-11-28T11:36:16.535Z,291.2000008,0
[2018-11-28T11:36:17.535Z,291.2000008,0
[2018-11-28T11:36:18.535Z,291.2000008,0
[2018-11-28T11:36:19.535Z,291.3650004,0
[2018-11-28T11:36:20.535Z,291.5,0
[2018-11-28T11:36:21.535Z,291.5,0
[2018-11-28T11:36:22.535Z,291.6100004,0
[2018-11-28T11:36:23.535Z,291.7000008,0
[2018-11-28T11:36:24.535Z,291.7000008,0
[2018-11-28T11:36:25.535Z,291.6450006,0
[2018-11-28T11:36:26.535Z,291.6000004,0
[2018-11-28T11:36:27.535Z,291.6000004,0
[2018-11-28T11:36:28.535Z,291.6000004,0
[2018-11-28T11:36:29.535Z,291.6000004,0
[2018-11-28T11:36:30.535Z,291.6000004,0
[2018-11-28T11:36:31.535Z,291.6000004,0
[2018-11-28T11:36:32.535Z,291.5450002,0
[2018-11-28T11:36:33.535Z,291.5,0
[2018-11-28T11:36:34.535Z,291.5,0
[2018-11-28T11:36:35.535Z,291.3899996,0
[2018-11-28T11:36:36.535Z,291.2999992,0
[2018-11-28T11:36:37.535Z,291.2999992,0
[2018-11-28T11:36:38.535Z,291.1899999,0
[2018-11-28T11:36:39.535Z,291.1000004,0
[2018-11-28T11:36:40.535Z,291.1000004,0
[2018-11-28T11:36:41.535Z,291.1550006,0
[2018-11-28T11:36:42.535Z,291.2000008,0
[2018-11-28T11:36:43.535Z,291.2000008,0
[2018-11-28T11:36:44.535Z,291.2000008,0
[2018-11-28T11:36:45.535Z,291.2000008,0
[2018-11-28T11:36:46.535Z,291.2000008,0
[2018-11-28T11:36:47.535Z,291.2000008,0
[2018-11-28T11:36:48.535Z,291.1450006,0
[2018-11-28T11:36:49.535Z,291.1000004,0
[2018-11-28T11:36:50.535Z,291.1000004,0
[2018-11-28T11:36:51.535Z,291.265,0
[2018-11-28T11:36:52.535Z,291.3999996,0
[2018-11-28T11:36:53.535Z,291.3999996,0
[2018-11-28T11:36:54.535Z,291.3999996,0
[2018-11-28T11:36:55.535Z,291.3999996,0
[2018-11-28T11:36:56.535Z,291.3999996,0
[2018-11-28T11:36:57.535Z,291.4549998,0
[2018-11-28T11:36:58.535Z,291.5,0
[2018-11-28T11:36:59.535Z,291.5,0
[2018-11-28T11:37:00.535Z,291.5550002,0
[2018-11-28T11:37:01.535Z,291.6000004,0
[2018-11-28T11:37:02.535Z,291.6000004,0
[2018-11-28T11:37:03.535Z,291.6000004,0
[2018-11-28T11:37:04.535Z,291.6000004,0
[2018-11-28T11:37:05.535Z,291.6000004,0
[2018-11-28T11:37:06.535Z,291.6000004,0
[2018-11-28T11:37:07.535Z,291.49,0
[2018-11-28T11:37:08.535Z,291.3999996,0
[2018-11-28T11:37:09.535Z,291.3999996,0
[2018-11-28T11:37:10.535Z,291.4549998,0
[2018-11-28T11:37:11.535Z,291.5,0
[2018-11-28T11:37:12.535Z,291.5,0
[2018-11-28T11:37:13.535Z,291.4449998,0
[2018-11-28T11:37:14.535Z,291.3999996,0
[2018-11-28T11:37:15.535Z,291.3999996,0
[2018-11-28T11:37:16.535Z,291.5650003,0
[2018-11-28T11:37:17.535Z,291.7000008,0
[2018-11-28T11:37:18.535Z,291.7000008,0
[2018-11-28T11:37:19.535Z,291.8100001,0
[2018-11-28T11:37:20.535Z,291.8999996,0
[2018-11-28T11:37:21.535Z,291.8999996,0
[2018-11-28T11:37:22.535Z,291.9549998,0
[2018-11-28T11:37:23.535Z,292.0,0
[2018-11-28T11:37:24.535Z,292.0,0
[2018-11-28T11:37:25.535Z,292.0,0
[2018-11-28T11:37:26.535Z,292.0,0
[2018-11-28T11:37:27.535Z,292.0,0
[2018-11-28T11:37:28.535Z,292.0,0
[2018-11-28T11:37:29.535Z,292.0550002,0
[2018-11-28T11:37:30.535Z,292.1000004,0
[2018-11-28T11:37:31.535Z,292.1000004,0
[2018-11-28T11:37:32.535Z,291.9349997,0
