time,value,datasource_id
1555099114582,"299.8312176",0
1555099115582,"299.7829943",0
1555099116582,"299.757614",0
1555099117582,"299.7322337",0
1555099118582,"299.6649751",0
1555099119582,"299.5774115",0
1555099120582,"299.5012691",0
1555099121582,"299.467005",0
1555099122582,"299.5088833",0
1555099123582,"299.5850258",0
1555099124582,"299.6890868",0
1555099125582,"299.774112",0
1555099126582,"299.8248731",0
1555099127582,"299.9175126",0
1555099128582,"300.0164975",0
1555099129582,"300.09264",0
1555099130582,"300.2106605",0
1555099131582,"300.3210665",0
1555099132582,"300.3972084",0
1555099133582,"300.4314723",0
1555099134582,"300.3895942",0
1555099135582,"300.3134523",0
1555099136582,"300.2373104",0
1555099137582,"300.2030465",0
1555099138582,"300.2030465",0
1555099139582,"300.2030465",0
1555099140582,"300.1751276",0
1555099141582,"300.124366",0
1555099142582,"300.0736044",0
1555099143582,"299.9809647",0
1555099144582,"299.88198",0
1555099145582,"299.8058381",0
1555099146582,"299.7017773",0
1555099147582,"299.6167518",0
1555099148582,"299.5659901",0
1555099149582,"299.5152285",0
1555099150582,"299.4923858",0
1555099151582,"299.4923858",0
1555099152582,"299.4923858",0
1555099153582,"299.4923858",0
1555099154582,"299.4923858",0
1555099155582,"299.4923858",0
1555099156582,"299.5063452",0
1555099157582,"299.531726",0
1555099158582,"299.5571069",0
1555099159582,"299.5964471",0
1555099160582,"299.6332493",0
1555099161582,"299.6586301",0
1555099162582,"299.6840109",0
1555099163582,"299.6954323",0
1555099164582,"299.6954323",0
1555099165582,"299.7233509",0
1555099166582,"299.774112",0
1555099167582,"299.8248731",0
1555099168582,"299.8477156",0
1555099169582,"299.819797",0
1555099170582,"299.7690359",0
1555099171582,"299.7043153",0
1555099172582,"299.656092",0
1555099173582,"299.6307112",0
1555099174582,"299.6053304",0
1555099175582,"299.6078685",0
1555099176582,"299.6332493",0
1555099177582,"299.6586301",0
1555099178582,"299.6840109",0
1555099179582,"299.6954323",0
1555099180582,"299.6954323",0
1555099181582,"299.7093915",0
1555099182582,"299.7347718",0
1555099183582,"299.7601521",0
1555099184582,"299.7715732",0
1555099185582,"299.757614",0
1555099186582,"299.7322337",0
1555099187582,"299.6649751",0
1555099188582,"299.5774115",0
1555099189582,"299.5012691",0
1555099190582,"299.4111672",0
1555099191582,"299.3515223",0
1555099192582,"299.3261415",0
1555099193582,"299.3007607",0
1555099194582,"299.2614207",0
1555099195582,"299.2106596",0
1555099196582,"299.1598984",0
1555099197582,"299.1091373",0
1555099198582,"299.0862948",0
1555099199582,"299.0862948",0
1555099200582,"299.1002543",0
