time,value,datasource_id
1555098672169,"299.8312176",0
1555098673169,"299.7829943",0
1555098674169,"299.757614",0
1555098675169,"299.7322337",0
1555098676169,"299.6649751",0
1555098677169,"299.5774115",0
1555098678169,"299.5012691",0
1555098679169,"299.467005",0
1555098680169,"299.5088833",0
1555098681169,"299.5850258",0
1555098682169,"299.6890868",0
1555098683169,"299.774112",0
1555098684169,"299.8248731",0
1555098685169,"299.9175126",0
1555098686169,"300.0164975",0
1555098687169,"300.09264",0
1555098688169,"300.2106605",0
1555098689169,"300.3210665",0
1555098690169,"300.3972084",0
1555098691169,"300.4314723",0
1555098692169,"300.3895942",0
1555098693169,"300.3134523",0
1555098694169,"300.2373104",0
1555098695169,"300.2030465",0
1555098696169,"300.2030465",0
1555098697169,"300.2030465",0
1555098698169,"300.1751276",0
1555098699169,"300.124366",0
1555098700169,"300.0736044",0
1555098701169,"299.9809647",0
1555098702169,"299.88198",0
1555098703169,"299.8058381",0
1555098704169,"299.7017773",0
1555098705169,"299.6167518",0
1555098706169,"299.5659901",0
1555098707169,"299.5152285",0
1555098708169,"299.4923858",0
1555098709169,"299.4923858",0
1555098710169,"299.4923858",0
1555098711169,"299.4923858",0
1555098712169,"299.4923858",0
1555098713169,"299.4923858",0
1555098714169,"299.5063452",0
1555098715169,"299.531726",0
1555098716169,"299.5571069",0
1555098717169,"299.5964471",0
1555098718169,"299.6332493",0
1555098719169,"299.6586301",0
1555098720169,"299.6840109",0
1555098721169,"299.6954323",0
1555098722169,"299.6954323",0
1555098723169,"299.7233509",0
1555098724169,"299.774112",0
1555098725169,"299.8248731",0
1555098726169,"299.8477156",0
1555098727169,"299.819797",0
1555098728169,"299.7690359",0
1555098729169,"299.7043153",0
1555098730169,"299.656092",0
1555098731169,"299.6307112",0
1555098732169,"299.6053304",0
1555098733169,"299.6078685",0
1555098734169,"299.6332493",0
1555098735169,"299.6586301",0
1555098736169,"299.6840109",0
1555098737169,"299.6954323",0
1555098738169,"299.6954323",0
1555098739169,"299.7093915",0
1555098740169,"299.7347718",0
1555098741169,"299.7601521",0
1555098742169,"299.7715732",0
1555098743169,"299.757614",0
1555098744169,"299.7322337",0
1555098745169,"299.6649751",0
1555098746169,"299.5774115",0
1555098747169,"299.5012691",0
1555098748169,"299.4111672",0
1555098749169,"299.3515223",0
1555098750169,"299.3261415",0
1555098751169,"299.3007607",0
1555098752169,"299.2614207",0
1555098753169,"299.2106596",0
1555098754169,"299.1598984",0
1555098755169,"299.1091373",0
1555098756169,"299.0862948",0
1555098757169,"299.0862948",0
1555098758169,"299.1002543",0
1555098759169,"299.1256351",0
1555098760169,"299.1510159",0
1555098761169,"299.1763967",0
1555098762169,"299.1878181",0
1555098763169,"299.1878181",0
1555098764169,"299.2296961",0
1555098765169,"299.3058381",0
1555098766169,"299.38198",0
1555098767169,"299.4860408",0
1555098768169,"299.5710663",0
1555098769169,"299.6218279",0
1555098770169,"299.6586301",0
1555098771169,"299.656092",0
1555098772169,"299.6307112",0
1555098773169,"299.6053304",0
1555098774169,"299.593909",0
1555098775169,"299.593909",0
1555098776169,"299.593909",0
1555098777169,"299.5799496",0
1555098778169,"299.5545688",0
1555098779169,"299.529188",0
1555098780169,"299.4758883",0
1555098781169,"299.4137053",0
1555098782169,"299.3629436",0
1555098783169,"299.2842634",0
1555098784169,"299.2106596",0
1555098785169,"299.1598984",0
1555098786169,"299.1230968",0
1555098787169,"299.1256351",0
1555098788169,"299.1510159",0
1555098789169,"299.1763967",0
1555098790169,"299.1878181",0
1555098791169,"299.1878181",0
1555098792169,"299.1878181",0
1555098793169,"299.1738586",0
1555098794169,"299.1484778",0
1555098795169,"299.123097",0
1555098796169,"299.1395942",0
1555098797169,"299.2043148",0
1555098798169,"299.2804567",0
1555098799169,"299.3565987",0
1555098800169,"299.3908625",0
1555098801169,"299.3908625",0
1555098802169,"299.404822",0
1555098803169,"299.4302028",0
1555098804169,"299.4555836",0
1555098805169,"299.4949239",0
1555098806169,"299.531726",0
1555098807169,"299.5571069",0
1555098808169,"299.5824877",0
1555098809169,"299.593909",0
1555098810169,"299.593909",0
1555098811169,"299.593909",0
1555098812169,"299.5659901",0
1555098813169,"299.5152285",0
1555098814169,"299.4644669",0
1555098815169,"299.4276647",0
1555098816169,"299.4302028",0
1555098817169,"299.4555836",0
1555098818169,"299.467005",0
1555098819169,"299.4530455",0
1555098820169,"299.4276647",0
1555098821169,"299.4441622",0
1555098822169,"299.5088833",0
1555098823169,"299.5850258",0
1555098824169,"299.6890868",0
1555098825169,"299.774112",0
1555098826169,"299.8248731",0
1555098827169,"299.8895937",0
1555098828169,"299.937817",0
1555098829169,"299.9631978",0
1555098830169,"299.9885786",0
1555098831169,"300.0",0
1555098832169,"300.0",0
1555098833169,"300.0",0
1555098834169,"300.0139594",0
1555098835169,"300.0393403",0
1555098836169,"300.0647211",0
1555098837169,"300.0482235",0
1555098838169,"299.9835025",0
1555098839169,"299.90736",0
1555098840169,"299.8172584",0
1555098841169,"299.757614",0
1555098842169,"299.7322337",0
1555098843169,"299.692894",0
1555098844169,"299.656092",0
1555098845169,"299.6307112",0
1555098846169,"299.5355334",0
1555098847169,"299.3972085",0
1555098848169,"299.270305",0
1555098849169,"299.2550764",0
1555098850169,"299.4010153",0
1555098851169,"299.6040608",0
1555098852169,"299.8071063",0
1555098853169,"299.9124362",0
1555098854169,"299.937817",0
1555098855169,"299.9631978",0
1555098856169,"300.0304567",0
1555098857169,"300.11802",0
1555098858169,"300.1941619",0
1555098859169,"300.2842633",0
1555098860169,"300.343908",0
1555098861169,"300.3692888",0
1555098862169,"300.3388321",0
1555098863169,"300.2487307",0
1555098864169,"300.147208",0
1555098865169,"300.0038072",0
1555098866169,"299.88198",0
1555098867169,"299.8058381",0
1555098868169,"299.6878178",0
1555098869169,"299.5774115",0
1555098870169,"299.5012691",0
1555098871169,"299.4251266",0
1555098872169,"299.3769031",0
1555098873169,"299.3515223",0
1555098874169,"299.3261415",0
1555098875169,"299.2449231",0
1555098876169,"299.131979",0
1555098877169,"299.0304563",0
1555098878169,"298.9568525",0
1555098879169,"298.9619288",0
1555098880169,"299.0126905",0
1555098881169,"299.0913707",0
1555098882169,"299.1649746",0
1555098883169,"299.2157357",0
1555098884169,"299.3083751",0
1555098885169,"299.4073601",0
1555098886169,"299.4835025",0
1555098887169,"299.5875636",0
1555098888169,"299.6725888",0
1555098889169,"299.7233499",0
1555098890169,"299.774111",0
1555098891169,"299.7969535",0
1555098892169,"299.7969535",0
1555098893169,"299.7969535",0
1555098894169,"299.7829943",0
1555098895169,"299.757614",0
1555098896169,"299.7322337",0
1555098897169,"299.6649751",0
1555098898169,"299.5774115",0
1555098899169,"299.5012691",0
1555098900169,"299.397208",0
1555098901169,"299.3121828",0
1555098902169,"299.2614217",0
1555098903169,"299.2246197",0
1555098904169,"299.2271575",0
1555098905169,"299.3083756",0
1555098906169,"299.4352792",0
1555098907169,"299.5482236",0
1555098908169,"299.6497468",0
1555098909169,"299.6954323",0
1555098910169,"299.6954323",0
1555098911169,"299.6814728",0
1555098912169,"299.656092",0
1555098913169,"299.6307112",0
1555098914169,"299.591371",0
1555098915169,"299.5545688",0
1555098916169,"299.529188",0
1555098917169,"299.4479696",0
1555098918169,"299.3350255",0
1555098919169,"299.2335028",0
1555098920169,"299.1738581",0
1555098921169,"299.2043148",0
1555098922169,"299.2804567",0
1555098923169,"299.3565987",0
1555098924169,"299.4187814",0
1555098925169,"299.4695431",0
1555098926169,"299.5203047",0
1555098927169,"299.5710663",0
1555098928169,"299.593909",0
1555098929169,"299.593909",0
1555098930169,"299.6357871",0
1555098931169,"299.711929",0
1555098932169,"299.788071",0
1555098933169,"299.8502534",0
1555098934169,"299.8591365",0
1555098935169,"299.8337557",0
1555098936169,"299.7664968",0
1555098937169,"299.6789335",0
1555098938169,"299.6027916",0
1555098939169,"299.5126902",0
1555098940169,"299.4530455",0
1555098941169,"299.4276647",0
1555098942169,"299.4022839",0
1555098943169,"299.404822",0
1555098944169,"299.4302028",0
1555098945169,"299.4555836",0
1555098946169,"299.5088833",0
1555098947169,"299.5710663",0
1555098948169,"299.6218279",0
1555098949169,"299.7423865",0
1555098950169,"299.8921328",0
1555098951169,"300.0190363",0
1555098952169,"300.2017774",0
1555098953169,"300.3604067",0
1555098954169,"300.4619295",0
1555098955169,"300.5634522",0
1555098956169,"300.6091375",0
1555098957169,"300.6091375",0
1555098958169,"300.595178",0
1555098959169,"300.5697972",0
1555098960169,"300.5444164",0
1555098961169,"300.5190356",0
1555098962169,"300.5215737",0
1555098963169,"300.5469545",0
1555098964169,"300.5723353",0
1555098965169,"300.5977161",0
1555098966169,"300.6091375",0
1555098967169,"300.6091375",0
1555098968169,"300.6370561",0
1555098969169,"300.6878172",0
1555098970169,"300.7385783",0
1555098971169,"300.8312178",0
1555098972169,"300.9302027",0
1555098973169,"301.0063451",0
1555098974169,"301.096447",0
1555098975169,"301.1560919",0
1555098976169,"301.1814727",0
1555098977169,"301.2208127",0
1555098978169,"301.2576144",0
1555098979169,"301.2829947",0
1555098980169,"301.308375",0
1555098981169,"301.3616745",0
1555098982169,"301.4378169",0
1555098983169,"301.5139594",0
1555098984169,"301.6738582",0
1555098985169,"301.8604067",0
1555098986169,"302.012691",0
1555098987169,"302.2068534",0
1555098988169,"302.3515233",0
1555098989169,"302.4276653",0
1555098990169,"302.5596447",0
1555098991169,"302.6954313",0
1555098992169,"302.7969541",0
1555098993169,"302.8984768",0
1555098994169,"302.944162",0
1555098995169,"302.944162",0
1555098996169,"302.9581215",0
1555098997169,"302.9835023",0
1555098998169,"303.0088831",0
1555098999169,"303.0901014",0
1555099000169,"303.2030455",0
1555099001169,"303.3045683",0
1555099002169,"303.406091",0
1555099003169,"303.4517762",0
1555099004169,"303.4517762",0
1555099005169,"303.4517762",0
1555099006169,"303.5215732",0
1555099007169,"303.6484768",0
1555099008169,"303.7753803",0
1555099009169,"303.8883244",0
1555099010169,"303.9200502",0
1555099011169,"303.8946694",0
1555099012169,"303.9111669",0
1555099013169,"303.975888",0
1555099014169,"304.0520304",0
1555099015169,"304.1560915",0
1555099016169,"304.2411167",0
1555099017169,"304.2918778",0
1555099018169,"304.3705578",0
1555099019169,"304.4441619",0
1555099020169,"304.4949236",0
1555099021169,"304.5456852",0
1555099022169,"304.6662438",0
1555099023169,"304.8439089",0
1555099024169,"305.0215741",0
1555099025169,"305.1992393",0
1555099026169,"305.2791886",0
1555099027169,"305.2791886",0
1555099028169,"305.3629448",0
1555099029169,"305.5152286",0
1555099030169,"305.6675125",0
1555099031169,"305.8477152",0
1555099032169,"305.9670046",0
1555099033169,"306.0177662",0
1555099034169,"306.0685278",0
1555099035169,"306.0913706",0
1555099036169,"306.0913706",0
1555099037169,"306.175127",0
1555099038169,"306.3274113",0
1555099039169,"306.4796957",0
1555099040169,"306.6319801",0
1555099041169,"306.770305",0
1555099042169,"306.8972085",0
1555099043169,"307.0241121",0
1555099044169,"307.2208126",0
