time;;datasource_id
1;21.52;201802
2;21.52;201802
3;22.05;201802
4;22.05;201802
5;21.42;201802
6;21.42;201802
7;21.42;201802
8;21.42;201802
9;21;201802
10;21;201802
11;21;201802
12;20.91;201802
13;20.91;201802
14;20.7;201802
15;20.7;201802
16;21.1;201802
17;21.1;201802
18;22.25;201802
19;22.25;201802
20;21.42;201802
21;21.42;201802
22;21.42;201802
23;21.63;201802
24;21.63;201802
25;20.91;201802
26;20.91;201802
27;21.72;201802
28;21.72;201802
29;22.24;201802
30;22.24;201802
31;22.35;201802
32;22.35;201802
33;22.35;201802
34;22.14;201802
35;22.14;201802
36;21.84;201802
37;21.84;201802
38;21.52;201802
39;21.52;201802
40;21.52;201802
41;21.84;201802
42;21.84;201802
43;21.84;201802
44;21.84;201802
45;21.21;201802
46;21.21;201802
47;21.3;201802
48;21.3;201802
49;21.71;201802
50;21.71;201802
51;21.63;201802
52;21.63;201802
53;21.63;201802
54;21.63;201802
55;22.13;201802
56;22.13;201802
57;22.23;201802
58;22.23;201802
59;22.23;201802
60;21.3;201802
61;21.3;201802
62;22.43;201802
63;22.43;201802
64;21;201802
65;21;201802
66;21.09;201802
67;21.09;201802
68;21.2;201802
69;21.2;201802
70;21.5;201802
71;21.5;201802
72;21.92;201802
73;21.92;201802
74;21.92;201802
75;20.64;201802
76;20.64;201802
77;21.82;201802
78;21.82;201802
79;21.2;201802
80;21.2;201802
81;21.49;201802
82;21.49;201802
83;22.23;201802
84;22.23;201802
85;20.58;201802
86;20.58;201802
87;21.71;201802
88;21.71;201802
89;21.71;201802
90;21.3;201802
91;21.3;201802
92;21.41;201802
93;21.41;201802
94;21.08;201802
95;21.08;201802
96;20.91;201802
97;20.91;201802
98;21.5;201802
99;21.5;201802
100;21.62;201802
101;21.62;201802
102;21.41;201802
103;21.41;201802
104;20.48;201802
105;20.48;201802
106;21.2;201802
107;21.2;201802
108;21.2;201802
109;22.23;201802
110;22.23;201802
111;21.71;201802
112;21.71;201802
113;21.81;201802
114;21.81;201802
115;22.13;201802
116;22.13;201802
117;22.23;201802
118;22.23;201802
119;22.23;201802
120;22.13;201802
121;22.13;201802
122;21.2;201802
123;21.2;201802
124;22.24;201802
125;22.24;201802
126;22.72;201802
127;22.72;201802
128;18.11;201802
129;18.11;201802
130;16.69;201802
131;16.69;201802
132;21.09;201802
133;21.09;201802
134;17.19;201802
135;17.19;201802
136;17.19;201802
137;17.07;201802
138;17.07;201802
139;16.06;201802
140;16.06;201802
141;16.36;201802
142;16.36;201802
143;16.27;201802
144;16.27;201802
145;15.75;201802
146;15.75;201802
147;15.66;201802
148;15.66;201802
149;15.66;201802
