time,value,datasource_id
1556019990629,"18.83",0
1556019991629,"18.83",0
1556019992629,"17.69",0
1556019993629,"17.69",0
1556019994629,"17.68",0
1556019995629,"17.68",0
15iii6629,"18.01",0
1556019997629,"18.01",0
1556019998629,"18.52",0
1556019999629,"18.52",0
1556020000629,"18.52",0
1556020001629,"18.0",0
1556020002629,"18.0",0
1556020003629,"17.69",0
1556020004629,"17.69",0
1556020005629,"18.31",0
