value;time;datasource_id
293,7710335;163;3
293,7740333;164;3
293,7770331;165;3
293,7800329;166;3
293,785136;167;3
293,790239;168;3
293,795342;169;3
293,8004449;170;3
293,8055479;171;3
293,8171109;172;3
293,8286738;173;3
293,8402367;174;3
293,8517995;175;3
293,8633622;176;3
293,8867935;177;3
293,9102246;178;3
293,9336555;179;3
293,9570863;180;3
293,980517;181;3
294,0039475;182;3
294,0273779;183;3
294,0508081;184;3
294,0742382;185;3
294,0976681;186;3
294,1268068;187;3
294,1559453;188;3
294,1850837;189;3
294,2142218;190;3
294,2433598;191;3
294,2717464;192;3
294,3001329;193;3
294,3285191;194;3
294,3569052;195;3
294,3852911;196;3
294,4184843;197;3
294,4516774;198;3
294,4848702;199;3
294,5180628;200;3
294,5512552;201;3
294,588654;202;3
294,6260525;203;3
294,6634509;204;3
294,7008489;205;3
294,7382468;206;3
294,7528086;207;3
294,7673703;208;3
294,7819319;209;3
294,7964934;210;3
294,8110549;211;3
294,8374848;212;3
294,8639146;213;3
294,8903442;214;3
294,9167737;215;3
294,9432029;216;3
294,9718856;217;3
295,000568;218;3
295,0292503;219;3
295,0579324;220;3
295,0866143;221;3
295,1241599;222;3
295,1617053;223;3
295,1992505;224;3
295,2367954;225;3
295,2743401;226;3
295,3123352;227;3
295,3503301;228;3
295,3883248;229;3
295,4263192;230;3
295,4643133;231;3
295,4905889;232;3
295,5168643;233;3
295,5431395;234;3
295,5694146;235;3
295,5956895;236;3
295,6219642;237;3
295,6482388;238;3
295,6745132;239;3
295,7007874;240;3
295,7270615;241;3
295,7572415;242;3
295,7874213;243;3
295,817601;244;3
295,8477804;245;3
295,8779596;246;3
295,8995753;247;3
295,9211908;248;3
295,9428061;249;3
295,9644214;250;3
295,9860365;251;3
296,0165153;252;3
296,046994;253;3
296,0774724;254;3
296,1079507;255;3
296,1384288;256;3
296,1737142;257;3
296,2089994;258;3
296,2442843;259;3
296,2795691;260;3
296,3148536;261;3
296,3385697;262;3
296,3622857;263;3
296,3860016;264;3
296,4097173;265;3
296,4334329;266;3
296,4672141;267;3
296,500995;268;3
296,5347758;269;3
296,5685563;270;3
296,6023367;271;3
296,6379196;272;3
296,6735023;273;3
296,7090848;274;3
296,7446671;275;3
296,7802491;276;3
296,8092205;277;3
296,8381918;278;3
296,8671629;279;3
296,8961338;280;3
296,9251045;281;3
296,9593333;282;3
296,9935618;283;3
297,0277901;284;3
297,0620183;285;3
297,0962462;286;3
297,1169526;287;3
297,137659;288;3
297,1583652;289;3
297,1790713;290;3
297,1997773;291;3
297,2203329;292;3
297,2408883;293;3
297,2614437;294;3
297,2819989;295;3
297,302554;296;3
297,3198037;297;3
297,3370534;298;3
297,3543029;299;3
297,3715523;300;3
297,3888017;301;3
297,4195721;302;3
297,4503423;303;3
297,4811123;304;3
297,5118821;305;3
297,5426518;306;3
297,5632052;307;3
297,5837585;308;3
297,6043116;309;3
297,6248646;310;3
297,6454175;311;3
297,6755854;312;3
297,705753;313;3
297,7359205;314;3
297,7660877;315;3
297,7962548;316;3
297,8267222;317;3
297,8571893;318;3
297,8876563;319;3
297,9181231;320;3
297,9485896;321;3
297,9674879;322;3
297,986386;323;3
298,005284;324;3
298,0241819;325;3
298,0430797;326;3
298,0685877;327;3
298,0940955;328;3
298,1196032;329;3
298,1451108;330;3
298,1706181;331;3
298,1932709;332;3
298,2159234;333;3
298,2385759;334;3
298,2612282;335;3
298,2838803;336;3
298,3078845;337;3
298,3318884;338;3
298,3558923;339;3
298,3798959;340;3
298,4038994;341;3
298,4191891;342;3
298,4344788;343;3
298,4497683;344;3
298,4650577;345;3
298,480347;346;3
298,4975893;347;3
298,5148315;348;3
298,5320735;349;3
298,5493155;350;3
298,5665573;351;3
298,5911606;352;3
298,6157637;353;3
298,6403667;354;3
298,6649695;355;3
298,6895721;356;3
298,7141746;357;3
298,738777;358;3
298,7633792;359;3
298,7879812;360;3
298,812583;361;3
298,839889;362;3
298,8671948;363;3
298,8945004;364;3
298,9218058;365;3
298,9491111;366;3
298,9612424;367;3
298,9733736;368;3
298,9855047;369;3
298,9976358;370;3
299,0097668;371;3
299,0252029;372;3
299,0406389;373;3
299,0560748;374;3
299,0715106;375;3
299,0869463;376;3
299,1041847;377;3
299,1214231;378;3
299,1386613;379;3
299,1558994;380;3
299,1731374;381;3
299,203596;382;3
299,2340544;383;3
299,2645126;384;3
299,2949706;385;3
299,3254285;386;3
299,3507781;387;3
299,3761276;388;3
299,4014769;389;3
299,426826;390;3
299,452175;391;3
299,4761717;392;3
299,5001683;393;3
299,5241647;394;3
299,5481609;395;3
299,572157;396;3
299,6011108;397;3
299,6300643;398;3
299,6590177;399;3
299,6879708;400;3
299,7169238;401;3
299,7406184;402;3
299,7643128;403;3
299,788007;404;3
299,8117011;405;3
299,8353951;406;3
299,8500748;407;3
299,8647543;408;3
299,8794338;409;3
299,8941132;410;3
299,9087925;411;3
299,9392465;412;3
299,9697002;413;3
300,0001538;414;3
300,0306071;415;3
300,0610603;416;3
300,0829498;417;3
300,1048392;418;3
300,1267285;419;3
300,1486176;420;3
300,1705066;421;3
300,1878884;422;3
300,2052701;423;3
300,2226517;424;3
300,2400331;425;3
300,2574145;426;3
300,279453;427;3
300,3014914;428;3
300,3235296;429;3
300,3455678;430;3
300,3676057;431;3
300,3985075;432;3
300,429409;433;3
300,4603103;434;3
300,4912115;435;3
300,5221124;436;3
300,5442995;437;3
300,5664865;438;3
300,5886733;439;3
300,6108599;440;3
300,6330465;441;3
300,6606413;442;3
300,688236;443;3
300,7158305;444;3
300,7434249;445;3
300,771019;446;3
300,8010168;447;3
300,8310143;448;3
300,8610117;449;3
300,8910089;450;3
300,9210059;451;3
300,9442421;452;3
300,9674782;453;3
300,9907141;454;3
301,0139498;455;3
301,0371854;456;3
301,0670313;457;3
301,0968769;458;3
301,1267224;459;3
301,1565676;460;3
301,1864127;461;3
301,1976284;462;3
301,208844;463;3
301,2200595;464;3
301,231275;465;3
301,2424904;466;3
301,258964;467;3
301,2754374;468;3
301,2919108;469;3
301,308384;470;3
301,3248572;471;3
301,3395274;472;3
301,3541975;473;3
301,3688675;474;3
301,3835375;475;3
301,3982073;476;3
301,4310556;477;3
301,4639036;478;3
301,4967514;479;3
301,5295991;480;3
301,5624465;481;3
301,5868805;482;3
301,6113144;483;3
301,6357481;484;3
301,6601816;485;3
301,684615;486;3
301,7081468;487;3
301,7316785;488;3
301,75521;489;3
301,7787414;490;3
301,8022727;491;3
301,8283577;492;3
301,8544427;493;3
301,8805274;494;3
301,906612;495;3
301,9326964;496;3
301,9383486;497;3
301,9440008;498;3
301,949653;499;3
301,9553051;500;3
301,9609572;501;3
301,9948535;502;3
302,0287496;503;3
302,0626455;504;3
302,0965412;505;3
302,1304367;506;3
302,1515619;507;3
302,172687;508;3
302,1938119;509;3
302,2149368;510;3
302,2360615;511;3
302,2562846;512;3
302,2765076;513;3
302,2967305;514;3
302,3169533;515;3
302,3371759;516;3
302,3752764;517;3
302,4133767;518;3
302,4514768;519;3
302,4895766;520;3
302,5276761;521;3
302,5573622;522;3
302,5870482;523;3
302,6167339;524;3
302,6464195;525;3
302,6761049;526;3
302,6916679;527;3
302,7072309;528;3
302,7227937;529;3
302,7383565;530;3
302,7539191;531;3
302,7848057;532;3
302,8156921;533;3
302,8465783;534;3
302,8774643;535;3
302,9083501;536;3
302,9320244;537;3
302,9556985;538;3
302,9793725;539;3
303,0030463;540;3
303,02672;541;3
303,0609101;542;3
303,0950999;543;3
303,1292895;544;3
303,1634788;545;3
303,197668;546;3
303,2192371;547;3
303,2408062;548;3
303,2623751;549;3
303,2839438;550;3
303,3055124;551;3
303,3248274;552;3
303,3441422;553;3
303,3634569;554;3
303,3827714;555;3
303,4020859;556;3
303,4334191;557;3
303,464752;558;3
303,4960848;559;3
303,5274174;560;3
303,5587497;561;3
303,5872274;562;3
303,615705;563;3
303,6441823;564;3
303,6726595;565;3
303,7011364;566;3
303,7213503;567;3
303,741564;568;3
303,7617776;569;3
303,781991;570;3
303,8022044;571;3
303,8195631;572;3
303,8369217;573;3
303,8542802;574;3
303,8716386;575;3
303,8889969;576;3
303,9195758;577;3
303,9501545;578;3
303,980733;579;3
304,0113113;580;3
304,0418894;581;3
304,0730683;582;3
304,104247;583;3
304,1354255;584;3
304,1666037;585;3
304,1977818;586;3
304,2218986;587;3
304,2460153;588;3
304,2701318;589;3
304,2942481;590;3
304,3183643;591;3
304,351795;592;3
304,3852254;593;3
304,4186556;594;3
304,4520856;595;3
304,4855154;596;3
304,5051234;597;3
304,5247312;598;3
304,5443388;599;3
304,5639464;600;3
304,5835538;601;3
304,6013583;602;3
304,6191626;603;3
304,6369669;604;3
304,654771;605;3
304,672575;606;3
304,7004447;607;3
304,7283142;608;3
304,7561835;609;3
304,7840527;610;3
304,8119217;611;3
304,8231143;612;3
304,8343069;613;3
304,8454994;614;3
304,8566919;615;3
304,8678843;616;3
304,88764;617;3
304,9073956;618;3
304,9271511;619;3
304,9469064;620;3
304,9666616;621;3
304,9931773;622;3
305,0196929;623;3
305,0462082;624;3
305,0727234;625;3
305,0992384;626;3
305,1062227;627;3
305,1132069;628;3
305,120191;629;3
305,1271751;630;3
305,1341592;631;3
305,16458;632;3
305,1950005;633;3
305,2254209;634;3
305,2558411;635;3
305,2862611;636;3
305,3093193;637;3
305,3323774;638;3
305,3554354;639;3
305,3784932;640;3
305,4015508;641;3
305,4175473;642;3
305,4335436;643;3
305,4495399;644;3
305,465536;645;3
305,4815321;646;3
305,5104483;647;3
305,5393643;648;3
305,5682801;649;3
305,5971958;650;3
305,6261112;651;3
305,6356461;652;3
305,645181;653;3
305,6547157;654;3
305,6642505;655;3
305,6737851;656;3
305,7008973;657;3
305,7280092;658;3
305,7551211;659;3
305,7822327;660;3
305,8093441;661;3
305,8293944;662;3
305,8494445;663;3
305,8694944;664;3
305,8895443;665;3
305,909594;666;3
305,9463197;667;3
305,9830452;668;3
306,0197704;669;3
306,0564955;670;3
306,0932203;671;3
306,1254378;672;3
306,157655;673;3
306,1898721;674;3
306,222089;675;3
306,2543057;676;3
306,2859212;677;3
306,3175365;678;3
306,3491517;679;3
306,3807666;680;3
306,4123813;681;3
306,4411414;682;3
306,4699012;683;3
306,4986609;684;3
306,5274204;685;3
306,5561797;686;3
306,5903473;687;3
306,6245147;688;3
306,6586819;689;3
306,6928489;690;3
306,7270156;691;3
306,752168;692;3
306,7773203;693;3
306,8024724;694;3
306,8276243;695;3
306,852776;696;3
306,8786788;697;3
306,9045814;698;3
306,9304839;699;3
306,9563862;700;3
306,9822883;701;3
307,0235143;702;3
307,06474;703;3
307,1059654;704;3
307,1471906;705;3
307,1884156;706;3
307,2138655;707;3
307,2393153;708;3
307,2647649;709;3
307,2902144;710;3
307,3156636;711;3
307,3420142;712;3
307,3683646;713;3
307,3947148;714;3
307,4210648;715;3
307,4474147;716;3
307,4757175;717;3
307,5040201;718;3
307,5323225;719;3
307,5606247;720;3
307,5889268;721;3
307,6100173;722;3
307,6311078;723;3
307,6521981;724;3
307,6732882;725;3
307,6943783;726;3
307,7265856;727;3
307,7587927;728;3
307,7909996;729;3
307,8232063;730;3
307,8554129;731;3
307,893929;732;3
307,932445;733;3
307,9709607;734;3
308,0094762;735;3
308,0479914;736;3
308,0865063;737;3
308,1250211;738;3
308,1635356;739;3
308,2020498;740;3
308,2405638;741;3
308,2613497;742;3
308,2821356;743;3
308,3029213;744;3
308,3237068;745;3
308,3444923;746;3
308,3801509;747;3
308,4158093;748;3
308,4514674;749;3
308,4871254;750;3
308,5227831;751;3
308,5470227;752;3
308,5712621;753;3
308,5955014;754;3
308,6197405;755;3
308,6439795;756;3
308,6683685;757;3
308,6927574;758;3
308,7171461;759;3
308,7415347;760;3
308,7659232;761;3
308,7876072;762;3
308,8092911;763;3
308,8309749;764;3
308,8526585;765;3
308,874342;766;3
308,888814;767;3
308,903286;768;3
308,9177578;769;3
308,9322296;770;3
308,9467013;771;3
308,9761964;772;3
309,0056914;773;3
309,0351861;774;3
309,0646807;775;3
309,0941751;776;3
309,118411;777;3
309,1426468;778;3
309,1668825;779;3
309,191118;780;3
309,2153533;781;3
309,229673;782;3
309,2439925;783;3
309,258312;784;3
309,2726313;785;3
309,2869506;786;3
309,3149412;787;3
309,3429317;788;3
309,370922;789;3
309,398912;790;3
309,4269019;791;3
309,4577462;792;3
309,4885902;793;3
309,519434;794;3
309,5502776;795;3
309,581121;796;3
309,601598;797;3
309,6220748;798;3
309,6425516;799;3
309,6630281;800;3
309,6835046;801;3
309,7123941;802;3
309,7412834;803;3
309,7701726;804;3
309,7990616;805;3
309,8279503;806;3
309,840313;807;3
309,8526756;808;3
309,8650382;809;3
309,8774006;810;3
309,889763;811;3
309,9118906;812;3
309,9340181;813;3
309,9561454;814;3
309,9782726;815;3
310,0003996;816;3
310,0244796;817;3
310,0485594;818;3
310,0726391;819;3
310,0967186;820;3
310,1207979;821;3
310,1507363;822;3
310,1806745;823;3
310,2106125;824;3
310,2405504;825;3
310,270488;826;3
310,2917118;827;3
310,3129354;828;3
310,3341589;829;3
310,3553823;830;3
310,3766055;831;3
310,3829553;832;3
310,3893051;833;3
310,3956548;834;3
310,4020044;835;3
310,4083541;836;3
310,4381404;837;3
310,4679265;838;3
310,4977125;839;3
310,5274982;840;3
310,5572838;841;3
310,5789565;842;3
310,600629;843;3
310,6223014;844;3
310,6439736;845;3
310,6656457;846;3
310,6798059;847;3
310,693966;848;3
310,7081261;849;3
310,722286;850;3
310,7364458;851;3
310,7615728;852;3
310,7866995;853;3
310,8118262;854;3
310,8369526;855;3
310,8620789;856;3
310,885252;857;3
310,9084249;858;3
310,9315977;859;3
310,9547704;860;3
310,9779429;861;3
311,0071246;862;3
311,0363062;863;3
311,0654876;864;3
311,0946688;865;3
311,1238498;866;3
311,1435658;867;3
311,1632817;868;3
311,1829975;869;3
311,2027131;870;3
311,2224286;871;3
311,2525102;872;3
311,2825917;873;3
311,3126729;874;3
311,342754;875;3
311,3728348;876;3
311,4050188;877;3
311,4372026;878;3
311,4693861;879;3
311,5015695;880;3
311,5337526;881;3
311,5596257;882;3
311,5854986;883;3
311,6113713;884;3
311,6372439;885;3
311,6631163;886;3
311,6853829;887;3
311,7076493;888;3
311,7299156;889;3
311,7521817;890;3
311,7744478;891;3
311,7971643;892;3
311,8198808;893;3
311,8425971;894;3
311,8653132;895;3
311,8880292;896;3
311,9146512;897;3
311,941273;898;3
311,9678947;899;3
311,9945162;900;3
312,0211375;901;3
312,0500121;902;3
312,0788866;903;3
312,1077609;904;3
312,136635;905;3
312,165509;906;3
312,1925799;907;3
312,2196507;908;3
312,2467213;909;3
312,2737917;910;3
312,3008619;911;3
312,3211714;912;3
312,3414807;913;3
312,3617899;914;3
312,382099;915;3
312,402408;916;3
312,4371394;917;3
312,4718706;918;3
312,5066016;919;3
312,5413324;920;3
312,5760629;921;3
312,6044834;922;3
312,6329036;923;3
312,6613237;924;3
312,6897436;925;3
312,7181633;926;3
312,7405735;927;3
312,7629834;928;3
312,7853933;929;3
312,807803;930;3
312,8302125;931;3
312,8550257;932;3
312,8798387;933;3
312,9046516;934;3
312,9294643;935;3
312,9542768;936;3
312,9777371;937;3
313,0011972;938;3
313,0246572;939;3
313,048117;940;3
313,0715767;941;3
313,0863225;942;3
313,1010683;943;3
313,115814;944;3
313,1305596;945;3
313,145305;946;3
313,1665106;947;3
313,187716;948;3
313,2089212;949;3
313,2301263;950;3
313,2513313;951;3
313,2910151;952;3
313,3306987;953;3
313,370382;954;3
313,4100651;955;3
313,4497479;956;3
313,4879281;957;3
313,526108;958;3
313,5642877;959;3
313,6024672;960;3
313,6406464;961;3
313,6786752;962;3
313,7167037;963;3
313,754732;964;3
313,79276;965;3
313,8307878;966;3
313,8611533;967;3
313,8915187;968;3
313,9218838;969;3
313,9522488;970;3
313,9826135;971;3
314,0071189;972;3
314,0316242;973;3
314,0561292;974;3
314,0806342;975;3
314,1051389;976;3
314,1397093;977;3
314,1742795;978;3
314,2088494;979;3
314,2434192;980;3
314,2779887;981;3
314,3167645;982;3
314,3555402;983;3
314,3943156;984;3
314,4330907;985;3
314,4718656;986;3
314,5004243;987;3
314,5289827;988;3
314,557541;989;3
314,5860991;990;3
314,614657;991;3
314,656135;992;3
314,6976127;993;3
314,7390902;994;3
314,7805673;995;3
314,8220443;996;3
314,8659247;997;3
314,9098049;998;3
314,9536848;999;3
314,9975644;1000;3
315,0414437;1001;3
315,0716513;1002;3
315,1018587;1003;3
315,1320659;1004;3
315,162273;1005;3
315,1924798;1006;3
315,2297475;1007;3
315,267015;1008;3
315,3042823;1009;3
315,3415493;1010;3
315,3788161;1011;3
315,4130779;1012;3
315,4473395;1013;3
315,4816009;1014;3
315,5158621;1015;3
315,550123;1016;3
315,5716137;1017;3
315,5931043;1018;3
315,6145948;1019;3
315,6360851;1020;3
315,6575753;1021;3
315,6918353;1022;3
315,7260952;1023;3
315,7603548;1024;3
315,7946142;1025;3
315,8288734;1026;3
315,8659868;1027;3
315,9031;1028;3
315,940213;1029;3
315,9773258;1030;3
316,0144383;1031;3
316,0479449;1032;3
316,0814513;1033;3
316,1149575;1034;3
316,1484634;1035;3
316,1819692;1036;3
316,2030052;1037;3
316,2240411;1038;3
316,2450768;1039;3
316,2661124;1040;3
316,2871479;1041;3
316,315695;1042;3
316,3442419;1043;3
316,3727887;1044;3
316,4013353;1045;3
316,4298816;1046;3
316,4683434;1047;3
316,5068049;1048;3
316,5452662;1049;3
316,5837272;1050;3
316,6221879;1051;3
316,6414183;1052;3
316,6606486;1053;3
316,6798787;1054;3
316,6991087;1055;3
316,7183386;1056;3
316,7619066;1057;3
316,8054742;1058;3
316,8490416;1059;3
316,8926087;1060;3
316,9361755;1061;3
316,9681739;1062;3
317,0001721;1063;3
317,0321701;1064;3
317,0641679;1065;3
317,0961655;1066;3
317,1239563;1067;3
317,1517469;1068;3
317,1795374;1069;3
317,2073276;1070;3
317,2351177;1071;3
317,2590015;1072;3
317,2828851;1073;3
317,3067686;1074;3
317,330652;1075;3
317,3545352;1076;3
317,3881835;1077;3
317,4218316;1078;3
317,4554795;1079;3
317,4891272;1080;3
317,5227747;1081;3
317,5631826;1082;3
317,6035902;1083;3
317,6439976;1084;3
317,6844047;1085;3
317,7248115;1086;3
317,7550021;1087;3
317,7851925;1088;3
317,8153827;1089;3
317,8455727;1090;3
317,8757625;1091;3
317,9157174;1092;3
317,9556721;1093;3
317,9956265;1094;3
318,0355806;1095;3
318,0755345;1096;3
318,1061736;1097;3
318,1368124;1098;3
318,1674511;1099;3
318,1980896;1100;3
318,2287279;1101;3
318,2577133;1102;3
318,2866986;1103;3
318,3156838;1104;3
318,3446687;1105;3
318,3736535;1106;3
318,3942248;1107;3
318,4147961;1108;3
318,4353672;1109;3
318,4559382;1110;3
318,4765091;1111;3
318,5089484;1112;3
318,5413875;1113;3
318,5738264;1114;3
318,6062652;1115;3
318,6387037;1116;3
318,6667851;1117;3
318,6948664;1118;3
318,7229476;1119;3
318,7510285;1120;3
318,7791093;1121;3
318,8138002;1122;3
318,8484909;1123;3
318,8831814;1124;3
318,9178717;1125;3
318,9525618;1126;3
318,9734299;1127;3
318,994298;1128;3
319,0151659;1129;3
319,0360337;1130;3
319,0569013;1131;3
319,0722101;1132;3
319,0875188;1133;3
319,1028274;1134;3
319,1181359;1135;3
319,1334444;1136;3
319,1639265;1137;3
319,1944084;1138;3
319,2248901;1139;3
319,2553716;1140;3
319,2858529;1141;3
319,3079209;1142;3
319,3299887;1143;3
319,3520563;1144;3
319,3741239;1145;3
319,3961912;1146;3
319,4105965;1147;3
319,4250016;1148;3
319,4394067;1149;3
319,4538116;1150;3
319,4682165;1151;3
319,5001988;1152;3
319,532181;1153;3
319,5641629;1154;3
319,5961446;1155;3
319,6281261;1156;3
319,6653657;1157;3
319,702605;1158;3
319,7398441;1159;3
319,7770829;1160;3
319,8143215;1161;3
319,8342828;1162;3
319,854244;1163;3
319,874205;1164;3
319,8941659;1165;3
319,9141267;1166;3
319,9503128;1167;3
319,9864987;1168;3
320,0226843;1169;3
320,0588697;1170;3
320,0950549;1171;3
320,114113;1172;3
320,133171;1173;3
320,1522288;1174;3
320,1712865;1175;3
320,1903442;1176;3
320,216012;1177;3
320,2416797;1178;3
320,2673472;1179;3
320,2930146;1180;3
320,3186818;1181;3
320,3481047;1182;3
320,3775274;1183;3
320,40695;1184;3
320,4363724;1185;3
320,4657945;1186;3
320,5030288;1187;3
320,5402628;1188;3
320,5774965;1189;3
320,6147301;1190;3
320,6519634;1191;3
320,6855908;1192;3
320,719218;1193;3
320,7528449;1194;3
320,7864717;1195;3
320,8200982;1196;3
320,8522222;1197;3
320,884346;1198;3
320,9164696;1199;3
320,9485929;1200;3
320,9807161;1201;3
321,0110362;1202;3
321,0413562;1203;3
321,0716759;1204;3
321,1019955;1205;3
321,1323149;1206;3
321,1636857;1207;3
321,1950563;1208;3
321,2264267;1209;3
321,2577969;1210;3
321,289167;1211;3
321,3224899;1212;3
321,3558125;1213;3
321,389135;1214;3
321,4224572;1215;3
321,4557793;1216;3
321,4931575;1217;3
321,5305354;1218;3
321,5679131;1219;3
321,6052906;1220;3
321,6426678;1221;3
321,6704298;1222;3
321,6981915;1223;3
321,7259531;1224;3
321,7537145;1225;3
321,7814757;1226;3
321,79857;1227;3
321,8156643;1228;3
321,8327584;1229;3
321,8498524;1230;3
321,8669463;1231;3
321,9053735;1232;3
321,9438005;1233;3
321,9822272;1234;3
322,0206537;1235;3
322,0590799;1236;3
322,0901444;1237;3
322,1212087;1238;3
322,1522727;1239;3
322,1833366;1240;3
322,2144003;1241;3
322,232844;1242;3
322,2512876;1243;3
322,269731;1244;3
322,2881744;1245;3
322,3066176;1246;3
322,345643;1247;3
322,3846681;1248;3
322,423693;1249;3
322,4627176;1250;3
322,501742;1251;3
322,5385126;1252;3
322,575283;1253;3
322,6120531;1254;3
322,648823;1255;3
322,6855927;1256;3
322,7148503;1257;3
322,7441078;1258;3
322,7733651;1259;3
322,8026222;1260;3
322,8318791;1261;3
322,8572297;1262;3
322,8825802;1263;3
322,9079305;1264;3
322,9332806;1265;3
322,9586306;1266;3
322,9866846;1267;3
323,0147385;1268;3
323,0427922;1269;3
323,0708457;1270;3
323,098899;1271;3
323,1370179;1272;3
323,1751366;1273;3
323,2132551;1274;3
323,2513733;1275;3
323,2894912;1276;3
323,3300127;1277;3
323,3705339;1278;3
323,4110549;1279;3
323,4515756;1280;3
323,4920961;1281;3
323,5276585;1282;3
323,5632207;1283;3
323,5987827;1284;3
323,6343445;1285;3
323,669906;1286;3
323,6932982;1287;3
323,7166903;1288;3
323,7400822;1289;3
323,763474;1290;3
323,7868656;1291;3
323,8055998;1292;3
323,8243339;1293;3
323,8430678;1294;3
323,8618017;1295;3
323,8805354;1296;3
323,8985178;1297;3
323,9165001;1298;3
323,9344823;1299;3
323,9524643;1300;3
323,9704463;1301;3
324,0010479;1302;3
324,0316493;1303;3
324,0622506;1304;3
324,0928516;1305;3
324,1234524;1306;3
324,1394802;1307;3
324,155508;1308;3
324,1715356;1309;3
324,1875631;1310;3
324,2035905;1311;3
324,2353925;1312;3
324,2671943;1313;3
324,2989959;1314;3
324,3307973;1315;3
324,3625986;1316;3
324,395301;1317;3
324,4280032;1318;3
324,4607052;1319;3
324,493407;1320;3
324,5261086;1321;3
324,5556551;1322;3
324,5852013;1323;3
324,6147474;1324;3
324,6442933;1325;3
324,673839;1326;3
324,6976755;1327;3
324,7215119;1328;3
324,7453482;1329;3
324,7691843;1330;3
324,7930203;1331;3
324,8236167;1332;3
324,8542129;1333;3
324,8848089;1334;3
324,9154047;1335;3
324,9460003;1336;3
324,978699;1337;3
325,0113975;1338;3
325,0440959;1339;3
325,076794;1340;3
325,1094918;1341;3
325,1436919;1342;3
325,1778917;1343;3
325,2120913;1344;3
325,2462907;1345;3
325,2804899;1346;3
325,2930549;1347;3
325,3056199;1348;3
325,3181848;1349;3
325,3307496;1350;3
325,3433143;1351;3
325,366095;1352;3
325,3888755;1353;3
325,4116558;1354;3
325,4344361;1355;3
325,4572161;1356;3
325,4741369;1357;3
325,4910575;1358;3
325,5079781;1359;3
325,5248985;1360;3
325,5418188;1361;3
325,5615935;1362;3
325,5813681;1363;3
325,6011425;1364;3
325,6209168;1365;3
325,640691;1366;3
325,6705308;1367;3
325,7003705;1368;3
325,73021;1369;3
325,7600492;1370;3
325,7898883;1371;3
325,8269385;1372;3
325,8639885;1373;3
325,9010382;1374;3
325,9380877;1375;3
325,9751369;1376;3
325,9971624;1377;3
326,0191877;1378;3
326,0412129;1379;3
326,063238;1380;3
326,0852629;1381;3
326,1200577;1382;3
326,1548522;1383;3
326,1896466;1384;3
326,2244407;1385;3
326,2592346;1386;3
326,2848639;1387;3
326,3104931;1388;3
326,3361221;1389;3
326,3617509;1390;3
326,3873796;1391;3
326,4262288;1392;3
326,4650778;1393;3
326,5039265;1394;3
326,542775;1395;3
326,5816232;1396;3
326,6090533;1397;3
326,6364832;1398;3
326,663913;1399;3
326,6913426;1400;3
326,718772;1401;3
326,7389899;1402;3
326,7592077;1403;3
326,7794253;1404;3
326,7996429;1405;3
326,8198603;1406;3
326,8579556;1407;3
326,8960507;1408;3
326,9341455;1409;3
326,97224;1410;3
327,0103344;1411;3
327,0550388;1412;3
