time;values;datasource_id
444;299.88;3
445;299.88;3
446;299.88;3
447;299.88;3
448;299.88;3
449;299.88;3
450;299.88;3
451;299.88;3
452;300.86;3
453;300.86;3
454;300.86;3
455;300.86;3
456;300.86;3
457;300.86;3
458;301.84;3
459;301.84;3
460;301.84;3
461;301.84;3
462;301.84;3
463;301.84;3
464;301.84;3
465;301.84;3
466;301.84;3
467;302.82;3
468;302.82;3
469;302.82;3
470;302.82;3
471;302.82;3
472;302.82;3
473;302.82;3
474;303.8;3
475;303.8;3
476;303.8;3
477;302.82;3
478;302.82;3
479;302.82;3
480;302.82;3
481;302.82;3
482;302.82;3
483;302.82;3
484;302.82;3
485;302.82;3
486;302.82;3
487;302.82;3
488;302.82;3
489;302.82;3
490;302.82;3
491;302.82;3
492;302.82;3
493;302.82;3
494;302.82;3
495;302.82;3
496;302.82;3
497;302.82;3
498;302.82;3
499;302.82;3
500;302.82;3
501;302.82;3
502;302.82;3
503;302.82;3
504;302.82;3
505;302.82;3
506;302.82;3
507;302.82;3
508;303.8;3
509;303.8;3
510;303.8;3
511;303.8;3
512;303.8;3
513;303.8;3
514;303.8;3
515;303.8;3
516;303.8;3
517;303.8;3
518;304.78;3
519;304.78;3
520;304.78;3
521;304.78;3
522;304.78;3
523;304.78;3
524;304.78;3
525;304.78;3
526;304.78;3
527;304.78;3
528;304.78;3
529;304.78;3
530;304.78;3
531;303.8;3
532;303.8;3
533;303.8;3
534;304.78;3
535;304.78;3
536;304.78;3
537;304.78;3
538;304.78;3
539;304.78;3
540;304.78;3
541;304.78;3
542;304.78;3
543;304.78;3
544;304.78;3
545;304.78;3
546;304.78;3
547;304.78;3
548;304.78;3
549;304.78;3
550;304.78;3
551;304.78;3
552;304.78;3
553;304.78;3
554;304.78;3
555;304.78;3
556;304.78;3
557;304.78;3
558;304.78;3
559;305.76;3
560;305.76;3
561;305.76;3
562;305.76;3
563;305.76;3
564;305.76;3
565;305.76;3
566;305.76;3
567;305.76;3
568;305.76;3
569;305.76;3
570;305.76;3
571;305.76;3
572;305.76;3
573;305.76;3
574;305.76;3
575;305.76;3
576;305.76;3
577;305.76;3
578;306.74;3
579;306.74;3
580;306.74;3
581;305.76;3
582;305.76;3
583;305.76;3
584;306.74;3
585;306.74;3
586;306.74;3
587;306.74;3
588;306.74;3
589;306.74;3
590;306.74;3
591;306.74;3
592;306.74;3
593;306.74;3
594;306.74;3
595;306.74;3
596;306.74;3
597;306.74;3
598;306.74;3
599;306.74;3
600;306.74;3
601;306.74;3
602;306.74;3
603;306.74;3
604;306.74;3
605;306.74;3
606;306.74;3
607;306.74;3
608;306.74;3
609;306.74;3
610;307.72;3
611;307.72;3
612;307.72;3
613;307.72;3
614;307.72;3
615;307.72;3
616;307.72;3
617;307.72;3
618;307.72;3
619;308.7;3
620;308.7;3
621;308.7;3
622;308.7;3
623;308.7;3
624;308.7;3
625;308.7;3
626;308.7;3
627;308.7;3
628;308.7;3
629;308.7;3
630;308.7;3
631;308.7;3
632;309.68;3
633;309.68;3
634;309.68;3
635;309.68;3
636;309.68;3
637;309.68;3
638;308.7;3
639;308.7;3
640;308.7;3
641;309.68;3
642;309.68;3
643;309.68;3
644;309.68;3
645;309.68;3
646;309.68;3
647;309.68;3
648;309.68;3
649;309.68;3
650;309.68;3
651;309.68;3
652;309.68;3
653;309.68;3
654;309.68;3
655;309.68;3
656;309.68;3
657;309.68;3
658;309.68;3
659;309.68;3
660;310.66;3
661;310.66;3
662;310.66;3
663;310.66;3
664;310.66;3
665;310.66;3
666;310.66;3
667;310.66;3
668;310.66;3
669;310.66;3
670;310.66;3
671;310.66;3
672;310.66;3
673;310.66;3
674;310.66;3
675;310.66;3
676;310.66;3
677;310.66;3
678;310.66;3
679;311.64;3
680;311.64;3
681;311.64;3
682;311.64;3
683;311.64;3
684;311.64;3
685;311.64;3
686;311.64;3
687;311.64;3
688;311.64;3
689;312.62;3
690;312.62;3
691;312.62;3
692;312.62;3
693;312.62;3
694;312.62;3
695;312.62;3
696;312.62;3
697;312.62;3
698;312.62;3
699;312.62;3
700;312.62;3
701;312.62;3
702;312.62;3
703;312.62;3
704;312.62;3
705;312.62;3
706;312.62;3
707;312.62;3
708;312.62;3
709;312.62;3
710;312.62;3
711;313.6;3
712;313.6;3
713;313.6;3
714;313.6;3
715;313.6;3
716;313.6;3
717;313.6;3
718;313.6;3
719;313.6;3
720;313.6;3
721;313.6;3
722;313.6;3
723;313.6;3
724;313.6;3
725;313.6;3
726;313.6;3
727;313.6;3
728;313.6;3
729;313.6;3
730;313.6;3
731;313.6;3
732;313.6;3
733;313.6;3
734;313.6;3
735;313.6;3
736;314.58;3
737;314.58;3
738;314.58;3
739;314.58;3
740;314.58;3
741;314.58;3
742;314.58;3
743;314.58;3
744;314.58;3
745;314.58;3
746;314.58;3
747;314.58;3
748;314.58;3
749;315.56;3
750;315.56;3
751;315.56;3
752;315.56;3
753;315.56;3
754;315.56;3
755;315.56;3
756;315.56;3
757;315.56;3
758;315.56;3
759;315.56;3
760;315.56;3
761;315.56;3
762;315.56;3
763;315.56;3
764;315.56;3
765;315.56;3
766;315.56;3
767;315.56;3
768;315.56;3
769;315.56;3
770;315.56;3
771;315.56;3
772;315.56;3
773;315.56;3
774;315.56;3
775;315.56;3
776;315.56;3
777;315.56;3
778;315.56;3
779;315.56;3
780;315.56;3
781;315.56;3
782;315.56;3
783;315.56;3
784;315.56;3
785;315.56;3
786;316.54;3
787;316.54;3
788;316.54;3
789;316.54;3
790;316.54;3
791;316.54;3
792;316.54;3
793;316.54;3
794;316.54;3
795;316.54;3
796;316.54;3
797;316.54;3
798;316.54;3
799;316.54;3
800;316.54;3
801;316.54;3
802;317.52;3
803;317.52;3
804;317.52;3
805;317.52;3
806;317.52;3
807;317.52;3
808;317.52;3
809;317.52;3
810;317.52;3
811;317.52;3
812;317.52;3
813;317.52;3
814;317.52;3
815;317.52;3
816;317.52;3
817;317.52;3
818;317.52;3
819;317.52;3
820;317.52;3
821;318.5;3
822;318.5;3
823;318.5;3
824;317.52;3
825;317.52;3
826;317.52;3
827;317.52;3
828;317.52;3
829;317.52;3
830;317.52;3
831;318.5;3
832;318.5;3
833;318.5;3
834;318.5;3
835;318.5;3
836;318.5;3
837;318.5;3
838;318.5;3
839;318.5;3
840;319.48;3
841;319.48;3
842;319.48;3
843;319.48;3
844;319.48;3
845;319.48;3
846;319.48;3
847;319.48;3
848;319.48;3
849;319.48;3
850;319.48;3
851;319.48;3
852;319.48;3
853;319.48;3
854;319.48;3
855;319.48;3
856;319.48;3
857;319.48;3
858;319.48;3
859;319.48;3
860;319.48;3
861;319.48;3
862;319.48;3
863;319.48;3
864;319.48;3
865;319.48;3
866;319.48;3
867;319.48;3
868;319.48;3
869;320.46;3
870;320.46;3
871;320.46;3
872;320.46;3
873;320.46;3
874;320.46;3
875;320.46;3
876;320.46;3
877;320.46;3
878;320.46;3
879;320.46;3
880;320.46;3
881;320.46;3
882;320.46;3
883;320.46;3
884;320.46;3
885;320.46;3
886;320.46;3
887;320.46;3
888;320.46;3
889;320.46;3
890;320.46;3
891;321.44;3
892;321.44;3
893;321.44;3
894;321.44;3
895;321.44;3
896;321.44;3
897;321.44;3
898;321.44;3
899;321.44;3
900;321.44;3
901;321.44;3
902;321.44;3
903;321.44;3
904;321.44;3
905;321.44;3
906;321.44;3
907;322.42;3
908;322.42;3
909;322.42;3
910;321.44;3
911;321.44;3
912;321.44;3
913;322.42;3
914;322.42;3
915;322.42;3
916;322.42;3
917;322.42;3
918;322.42;3
919;322.42;3
920;322.42;3
921;322.42;3
922;322.42;3
923;322.42;3
924;322.42;3
925;323.4;3
926;323.4;3
927;323.4;3
928;323.4;3
929;323.4;3
930;323.4;3
931;323.4;3
932;323.4;3
933;323.4;3
934;323.4;3
935;323.4;3
936;323.4;3
937;323.4;3
938;323.4;3
939;323.4;3
940;323.4;3
941;323.4;3
942;323.4;3
943;323.4;3
944;323.4;3
945;323.4;3
946;323.4;3
947;323.4;3
948;323.4;3
949;323.4;3
950;323.4;3
951;323.4;3
952;323.4;3
953;323.4;3
954;324.38;3
955;324.38;3
956;324.38;3
957;324.38;3
958;324.38;3
959;324.38;3
960;324.38;3
961;324.38;3
962;324.38;3
963;323.4;3
964;323.4;3
965;323.4;3
966;323.4;3
967;323.4;3
968;323.4;3
969;323.4;3
970;323.4;3
971;323.4;3
972;324.38;3
973;324.38;3
974;324.38;3
975;324.38;3
976;324.38;3
977;324.38;3
978;324.38;3
979;325.36;3
980;325.36;3
981;325.36;3
982;325.36;3
983;325.36;3
984;325.36;3
985;325.36;3
986;325.36;3
987;325.36;3
988;325.36;3
989;325.36;3
990;325.36;3
991;325.36;3
992;325.36;3
993;325.36;3
994;325.36;3
995;325.36;3
996;325.36;3
997;325.36;3
998;325.36;3
999;325.36;3
1000;325.36;3
1001;325.36;3
1002;325.36;3
1003;325.36;3
1004;325.36;3
1005;325.36;3
1006;325.36;3
1007;325.36;3
1008;325.36;3
1009;325.36;3
1010;325.36;3
1011;325.36;3
1012;325.36;3
1013;325.36;3
1014;326.34;3
1015;326.34;3
1016;326.34;3
1017;326.34;3
1018;326.34;3
1019;326.34;3
1020;326.34;3
1021;326.34;3
1022;326.34;3
1023;326.34;3
1024;326.34;3
1025;326.34;3
1026;326.34;3
1027;326.34;3
1028;326.34;3
1029;326.34;3
1030;326.34;3
1031;326.34;3
1032;326.34;3
1033;326.34;3
1034;326.34;3
1035;326.34;3
1036;327.32;3
1037;327.32;3
1038;327.32;3
1039;327.32;3
1040;327.32;3
1041;327.32;3
1042;327.32;3
1043;327.32;3
1044;327.32;3
1045;327.32;3
1046;327.32;3
1047;327.32;3
1048;327.32;3
1049;327.32;3
1050;327.32;3
1051;327.32;3
1052;327.32;3
1053;327.32;3
1054;327.32;3
1055;327.32;3
1056;327.32;3
1057;327.32;3
1058;328.3;3
1059;328.3;3
1060;328.3;3
1061;328.3;3
1062;328.3;3
1063;328.3;3
1064;328.3;3
1065;328.3;3
1066;328.3;3
1067;328.3;3
1068;328.3;3
1069;328.3;3
1070;328.3;3
1071;328.3;3
1072;328.3;3
1073;328.3;3
1074;328.3;3
1075;328.3;3
1076;328.3;3
1077;328.3;3
1078;328.3;3
1079;328.3;3
1080;328.3;3
1081;328.3;3
1082;328.3;3
1083;328.3;3
1084;328.3;3
1085;328.3;3
1086;329.28;3
1087;329.28;3
1088;329.28;3
1089;329.28;3
1090;329.28;3
1091;329.28;3
1092;329.28;3
1093;329.28;3
1094;329.28;3
1095;329.28;3
1096;329.28;3
1097;329.28;3
1098;329.28;3
1099;329.28;3
1100;329.28;3
1101;329.28;3
1102;330.26;3
1103;330.26;3
1104;330.26;3
1105;330.26;3
1106;330.26;3
1107;330.26;3
1108;330.26;3
1109;330.26;3
1110;330.26;3
1111;330.26;3
1112;330.26;3
1113;330.26;3
1114;330.26;3
1115;330.26;3
1116;330.26;3
1117;330.26;3
1118;330.26;3
1119;330.26;3
1120;330.26;3
1121;330.26;3
1122;330.26;3
1123;330.26;3
1124;331.24;3
1125;331.24;3
1126;331.24;3
1127;331.24;3
1128;331.24;3
1129;331.24;3
1130;331.24;3
1131;331.24;3
1132;331.24;3
1133;331.24;3
1134;331.24;3
1135;331.24;3
1136;331.24;3
1137;331.24;3
1138;331.24;3
1139;331.24;3
1140;331.24;3
1141;331.24;3
1142;331.24;3
1143;332.22;3
1144;332.22;3
1145;332.22;3
1146;332.22;3
1147;332.22;3
1148;332.22;3
1149;332.22;3
1150;332.22;3
1151;332.22;3
1152;333.2;3
1153;333.2;3
1154;333.2;3
1155;333.2;3
1156;333.2;3
1157;333.2;3
1158;333.2;3
1159;333.2;3
1160;333.2;3
1161;333.2;3
1162;333.2;3
1163;333.2;3
1164;333.2;3
1165;333.2;3
1166;333.2;3
1167;333.2;3
1168;333.2;3
1169;333.2;3
1170;333.2;3
1171;333.2;3
1172;333.2;3
1173;333.2;3
1174;333.2;3
1175;334.18;3
1176;334.18;3
1177;334.18;3
1178;334.18;3
1179;334.18;3
1180;334.18;3
1181;334.18;3
1182;334.18;3
1183;334.18;3
1184;334.18;3
1185;334.18;3
1186;334.18;3
1187;334.18;3
1188;334.18;3
1189;334.18;3
1190;334.18;3
1191;334.18;3
1192;334.18;3
1193;334.18;3
1194;334.18;3
1195;334.18;3
1196;334.18;3
1197;335.16;3
1198;335.16;3
1199;335.16;3
1200;335.16;3
1201;335.16;3
1202;335.16;3
1203;335.16;3
1204;335.16;3
1205;335.16;3
1206;335.16;3
1207;335.16;3
1208;335.16;3
1209;335.16;3
1210;335.16;3
1211;335.16;3
1212;335.16;3
1213;335.16;3
1214;335.16;3
1215;335.16;3
1216;335.16;3
1217;335.16;3
1218;335.16;3
1219;335.16;3
1220;335.16;3
1221;335.16;3
1222;336.14;3
1223;336.14;3
1224;336.14;3
1225;336.14;3
1226;336.14;3
1227;336.14;3
1228;336.14;3
1229;336.14;3
1230;336.14;3
1231;336.14;3
1232;336.14;3
1233;336.14;3
1234;336.14;3
1235;336.14;3
1236;336.14;3
1237;336.14;3
1238;336.14;3
1239;336.14;3
1240;336.14;3
1241;336.14;3
1242;336.14;3
1243;336.14;3
1244;337.12;3
1245;337.12;3
1246;337.12;3
1247;337.12;3
1248;337.12;3
1249;337.12;3
1250;337.12;3
1251;337.12;3
1252;337.12;3
1253;337.12;3
1254;337.12;3
1255;337.12;3
1256;337.12;3
1257;337.12;3
1258;337.12;3
1259;337.12;3
1260;337.12;3
1261;337.12;3
1262;337.12;3
1263;337.12;3
1264;337.12;3
1265;337.12;3
1266;337.12;3
1267;337.12;3
1268;337.12;3
1269;338.1;3
1270;338.1;3
1271;338.1;3
1272;338.1;3
1273;338.1;3
1274;338.1;3
1275;338.1;3
1276;338.1;3
1277;338.1;3
1278;338.1;3
1279;338.1;3
1280;338.1;3
1281;338.1;3
1282;338.1;3
1283;338.1;3
1284;338.1;3
1285;338.1;3
1286;338.1;3
1287;339.08;3
1288;339.08;3
1289;339.08;3
1290;339.08;3
1291;339.08;3
1292;339.08;3
1293;339.08;3
1294;339.08;3
1295;339.08;3
1296;339.08;3
1297;339.08;3
1298;339.08;3
1299;339.08;3
1300;339.08;3
1301;339.08;3
1302;339.08;3
1303;339.08;3
1304;339.08;3
1305;339.08;3
1306;339.08;3
1307;339.08;3
1308;339.08;3
1309;339.08;3
1310;340.06;3
1311;340.06;3
1312;340.06;3
1313;340.06;3
1314;340.06;3
1315;340.06;3
1316;340.06;3
1317;340.06;3
1318;340.06;3
1319;340.06;3
1320;340.06;3
1321;340.06;3
1322;340.06;3
1323;340.06;3
1324;340.06;3
1325;340.06;3
1326;340.06;3
1327;340.06;3
1328;340.06;3
1329;340.06;3
1330;340.06;3
1331;341.04;3
1332;341.04;3
1333;341.04;3
1334;341.04;3
1335;341.04;3
1336;341.04;3
1337;341.04;3
1338;340.06;3
1339;340.06;3
1340;340.06;3
1341;341.04;3
1342;341.04;3
1343;341.04;3
1344;341.04;3
1345;341.04;3
1346;341.04;3
1347;341.04;3
1348;341.04;3
1349;341.04;3
1350;341.04;3
1351;341.04;3
1352;341.04;3
1353;341.04;3
1354;341.04;3
1355;341.04;3
1356;341.04;3
1357;341.04;3
1358;341.04;3
1359;341.04;3
1360;342.02;3
1361;342.02;3
1362;342.02;3
1363;342.02;3
1364;342.02;3
1365;342.02;3
1366;342.02;3
1367;342.02;3
1368;342.02;3
1369;342.02;3
1370;342.02;3
1371;342.02;3
1372;343;3
1373;343;3
1374;343;3
1375;343;3
1376;343;3
1377;343;3
1378;343;3
1379;343;3
1380;343;3
1381;343;3
1382;343;3
1383;343;3
1384;343;3
1385;343;3
1386;343;3
1387;343;3
1388;343;3
1389;343;3
1390;343;3
1391;343.98;3
1392;343.98;3
1393;343.98;3
1394;343.98;3
1395;343.98;3
1396;343.98;3
1397;343.98;3
1398;343.98;3
1399;343.98;3
1400;343.98;3
1401;343.98;3
1402;343.98;3
1403;343.98;3
1404;343.98;3
1405;343.98;3
1406;343.98;3
1407;343.98;3
1408;343.98;3
1409;343.98;3
1410;343.98;3
1411;343.98;3
1412;343.98;3
1413;343.98;3
1414;343.98;3
1415;343.98;3
1416;343.98;3
1417;343.98;3
1418;343.98;3
1419;343.98;3
1420;343.98;3
1421;343.98;3
1422;343.98;3
1423;344.96;3
1424;344.96;3
1425;344.96;3
1426;344.96;3
1427;344.96;3
1428;344.96;3
1429;344.96;3
1430;344.96;3
1431;344.96;3
1432;344.96;3
1433;344.96;3
1434;344.96;3
1435;344.96;3
1436;344.96;3
1437;344.96;3
1438;344.96;3
1439;344.96;3
1440;344.96;3
1441;345.94;3
1442;345.94;3
1443;345.94;3
1444;345.94;3
1445;345.94;3
1446;345.94;3
1447;345.94;3
1448;345.94;3
1449;345.94;3
1450;345.94;3
1451;344.96;3
1452;344.96;3
1453;344.96;3
1454;344.96;3
1455;344.96;3
1456;344.96;3
1457;344.96;3
1458;344.96;3
1459;344.96;3
1460;345.94;3
1461;345.94;3
1462;345.94;3
1463;345.94;3
1464;345.94;3
1465;345.94;3
1466;345.94;3
1467;345.94;3
1468;345.94;3
1469;345.94;3
1470;345.94;3
1471;345.94;3
1472;345.94;3
1473;345.94;3
1474;345.94;3
1475;345.94;3
1476;345.94;3
1477;345.94;3
1478;345.94;3
1479;345.94;3
1480;345.94;3
1481;345.94;3
1482;346.92;3
1483;346.92;3
1484;346.92;3
1485;345.94;3
1486;345.94;3
1487;345.94;3
1488;346.92;3
1489;346.92;3
1490;346.92;3
1491;346.92;3
1492;345.94;3
1493;345.94;3
1494;345.94;3
1495;346.92;3
1496;346.92;3
1497;346.92;3
1498;346.92;3
1499;346.92;3
1500;346.92;3
1501;346.92;3
1502;346.92;3
1503;346.92;3
1504;346.92;3
1505;346.92;3
1506;346.92;3
1507;346.92;3
1508;346.92;3
1509;346.92;3
1510;346.92;3
1511;346.92;3
1512;346.92;3
1513;346.92;3
1514;346.92;3
1515;346.92;3
1516;346.92;3
1517;346.92;3
1518;346.92;3
1519;346.92;3
1520;346.92;3
1521;346.92;3
1522;346.92;3
1523;346.92;3
1524;346.92;3
1525;346.92;3
1526;346.92;3
1527;346.92;3
1528;346.92;3
1529;346.92;3
1530;346.92;3
1531;346.92;3
1532;347.9;3
1533;347.9;3
1534;347.9;3
1535;347.9;3
1536;347.9;3
1537;347.9;3
1538;347.9;3
1539;347.9;3
1540;347.9;3
1541;347.9;3
1542;347.9;3
1543;347.9;3
1544;347.9;3
1545;347.9;3
1546;347.9;3
1547;347.9;3
1548;347.9;3
1549;347.9;3
1550;347.9;3
1551;347.9;3
1552;347.9;3
1553;347.9;3
1554;347.9;3
1555;347.9;3
1556;347.9;3
1557;347.9;3
1558;347.9;3
1559;347.9;3
1560;347.9;3
1561;347.9;3
1562;347.9;3
1563;347.9;3
1564;347.9;3
1565;347.9;3
1566;347.9;3
1567;347.9;3
1568;347.9;3
1569;347.9;3
1570;347.9;3
1571;347.9;3
1572;347.9;3
1573;348.88;3
1574;348.88;3
1575;348.88;3
1576;348.88;3
1577;348.88;3
1578;348.88;3
1579;348.88;3
1580;348.88;3
1581;348.88;3
1582;349.86;3
1583;349.86;3
1584;349.86;3
1585;349.86;3
1586;349.86;3
1587;349.86;3
1588;349.86;3
1589;349.86;3
1590;349.86;3
1591;349.86;3
1592;349.86;3
1593;349.86;3
1594;349.86;3
1595;349.86;3
1596;349.86;3
1597;349.86;3
1598;349.86;3
1599;349.86;3
1600;349.86;3
1601;349.86;3
1602;349.86;3
1603;349.86;3
1604;349.86;3
1605;349.86;3
1606;349.86;3
1607;349.86;3
1608;349.86;3
1609;349.86;3
1610;349.86;3
1611;350.84;3
1612;350.84;3
1613;350.84;3
1614;350.84;3
1615;350.84;3
1616;350.84;3
1617;350.84;3
1618;350.84;3
1619;350.84;3
1620;350.84;3
1621;350.84;3
1622;350.84;3
1623;350.84;3
1624;350.84;3
1625;350.84;3
1626;350.84;3
1627;350.84;3
1628;350.84;3
1629;350.84;3
1630;350.84;3
1631;350.84;3
1632;350.84;3
1633;350.84;3
1634;350.84;3
1635;350.84;3
1636;350.84;3
1637;350.84;3
1638;351.82;3
1639;351.82;3
1640;351.82;3
1641;351.82;3
1642;351.82;3
1643;351.82;3
1644;351.82;3
1645;351.82;3
1646;351.82;3
1647;351.82;3
1648;352.8;3
1649;352.8;3
1650;352.8;3
1651;351.82;3
1652;351.82;3
1653;351.82;3
1654;351.82;3
1655;351.82;3
1656;351.82;3
1657;352.8;3
1658;352.8;3
1659;352.8;3
1660;352.8;3
1661;352.8;3
1662;352.8;3
1663;352.8;3
1664;352.8;3
1665;352.8;3
1666;352.8;3
1667;353.78;3
1668;353.78;3
1669;353.78;3
