time;;datasource_id
1;18.83;kit_trials_exp_1_05.11.2018_fo3
2;18.83;kit_trials_exp_1_05.11.2018_fo3
3;17.69;kit_trials_exp_1_05.11.2018_fo3
4;17.69;kit_trials_exp_1_05.11.2018_fo3
5;17.68;kit_trials_exp_1_05.11.2018_fo3
6;17.68;kit_trials_exp_1_05.11.2018_fo3
7;18.01;kit_trials_exp_1_05.11.2018_fo3
8;18.01;kit_trials_exp_1_05.11.2018_fo3
9;18.52;kit_trials_exp_1_05.11.2018_fo3
10;18.52;kit_trials_exp_1_05.11.2018_fo3
11;18.52;kit_trials_exp_1_05.11.2018_fo3
12;18;kit_trials_exp_1_05.11.2018_fo3
13;18;kit_trials_exp_1_05.11.2018_fo3
14;17.69;kit_trials_exp_1_05.11.2018_fo3
15;17.69;kit_trials_exp_1_05.11.2018_fo3
16;18.31;kit_trials_exp_1_05.11.2018_fo3
17;18.31;kit_trials_exp_1_05.11.2018_fo3
18;18.1;kit_trials_exp_1_05.11.2018_fo3
19;18.1;kit_trials_exp_1_05.11.2018_fo3
20;18.22;kit_trials_exp_1_05.11.2018_fo3
21;18.22;kit_trials_exp_1_05.11.2018_fo3
22;18.22;kit_trials_exp_1_05.11.2018_fo3
23;17.69;kit_trials_exp_1_05.11.2018_fo3
24;17.69;kit_trials_exp_1_05.11.2018_fo3
25;17.88;kit_trials_exp_1_05.11.2018_fo3
26;17.88;kit_trials_exp_1_05.11.2018_fo3
27;17.6;kit_trials_exp_1_05.11.2018_fo3
28;17.6;kit_trials_exp_1_05.11.2018_fo3
29;17.68;kit_trials_exp_1_05.11.2018_fo3
30;17.68;kit_trials_exp_1_05.11.2018_fo3
31;18.01;kit_trials_exp_1_05.11.2018_fo3
32;18.01;kit_trials_exp_1_05.11.2018_fo3
33;18.01;kit_trials_exp_1_05.11.2018_fo3
34;18.51;kit_trials_exp_1_05.11.2018_fo3
35;18.51;kit_trials_exp_1_05.11.2018_fo3
36;17.09;kit_trials_exp_1_05.11.2018_fo3
37;17.09;kit_trials_exp_1_05.11.2018_fo3
38;18.31;kit_trials_exp_1_05.11.2018_fo3
39;18.31;kit_trials_exp_1_05.11.2018_fo3
40;18.31;kit_trials_exp_1_05.11.2018_fo3
41;17.27;kit_trials_exp_1_05.11.2018_fo3
42;17.27;kit_trials_exp_1_05.11.2018_fo3
43;18.52;kit_trials_exp_1_05.11.2018_fo3
44;18.52;kit_trials_exp_1_05.11.2018_fo3
45;18.1;kit_trials_exp_1_05.11.2018_fo3
46;18.1;kit_trials_exp_1_05.11.2018_fo3
47;18.51;kit_trials_exp_1_05.11.2018_fo3
48;18.51;kit_trials_exp_1_05.11.2018_fo3
49;17.68;kit_trials_exp_1_05.11.2018_fo3
50;17.68;kit_trials_exp_1_05.11.2018_fo3
51;17.27;kit_trials_exp_1_05.11.2018_fo3
52;17.27;kit_trials_exp_1_05.11.2018_fo3
53;17.88;kit_trials_exp_1_05.11.2018_fo3
54;17.88;kit_trials_exp_1_05.11.2018_fo3
55;18.21;kit_trials_exp_1_05.11.2018_fo3
56;18.21;kit_trials_exp_1_05.11.2018_fo3
57;17.58;kit_trials_exp_1_05.11.2018_fo3
58;17.58;kit_trials_exp_1_05.11.2018_fo3
59;17.58;kit_trials_exp_1_05.11.2018_fo3
60;18;kit_trials_exp_1_05.11.2018_fo3
61;18;kit_trials_exp_1_05.11.2018_fo3
62;18;kit_trials_exp_1_05.11.2018_fo3
63;18;kit_trials_exp_1_05.11.2018_fo3
64;17.9;kit_trials_exp_1_05.11.2018_fo3
65;17.9;kit_trials_exp_1_05.11.2018_fo3
66;17.79;kit_trials_exp_1_05.11.2018_fo3
67;17.79;kit_trials_exp_1_05.11.2018_fo3
68;17.9;kit_trials_exp_1_05.11.2018_fo3
69;17.9;kit_trials_exp_1_05.11.2018_fo3
